key	audio	audio_relative	source_recording	source_wav	source_txt	start	end	duration	speaker	gender	text	text_nopunc	split
A0038_S0006_0_G0075_G0076__000383__G0075__001136030_001138780__b0a62e23	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000383__G0075__001136030_001138780__b0a62e23.wav	wav/A0038_S0006_0_G0075_G0076__000383__G0075__001136030_001138780__b0a62e23.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1136.03	1138.78	2.75	G0075	male	现在搿呃糖啊，辣辣阿拉生活当中离伐开呃	现在搿呃糖啊辣辣阿拉生活当中离伐开呃	train
A0038_S0006_0_G0075_G0076__000384__G0075__001138940_001140100__928fc08e	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000384__G0075__001138940_001140100__928fc08e.wav	wav/A0038_S0006_0_G0075_G0076__000384__G0075__001138940_001140100__928fc08e.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1138.94	1140.1	1.16	G0075	male	尤其是上海拧	尤其是上海拧	train
A0038_S0006_0_G0075_G0076__000385__G0075__001140470_001143070__f643d8f8	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000385__G0075__001140470_001143070__f643d8f8.wav	wav/A0038_S0006_0_G0075_G0076__000385__G0075__001140470_001143070__f643d8f8.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1140.47	1143.07	2.6	G0075	male	像吾屋里相呃菜，没只菜	像吾屋里相呃菜没只菜	train
A0038_S0006_0_G0075_G0076__000386__G0075__001143950_001144720__d2e0e744	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000386__G0075__001143950_001144720__d2e0e744.wav	wav/A0038_S0006_0_G0075_G0076__000386__G0075__001143950_001144720__d2e0e744.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1143.95	1144.72	0.77	G0075	male	少伐出糖	少伐出糖	train
A0038_S0006_0_G0075_G0076__000387__G0075__001144910_001145920__2fc158ea	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000387__G0075__001144910_001145920__2fc158ea.wav	wav/A0038_S0006_0_G0075_G0076__000387__G0075__001144910_001145920__2fc158ea.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1144.91	1145.92	1.01	G0075	male	侪要摆糖	侪要摆糖	train
A0038_S0006_0_G0075_G0076__000388__G0075__001146290_001148050__f45364dc	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000388__G0075__001146290_001148050__f45364dc.wav	wav/A0038_S0006_0_G0075_G0076__000388__G0075__001146290_001148050__f45364dc.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1146.29	1148.05	1.76	G0075	male	人家讲炒青菜摆盐	人家讲炒青菜摆盐	train
A0038_S0006_0_G0075_G0076__000389__G0075__001148150_001150360__bc0d1499	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000389__G0075__001148150_001150360__bc0d1499.wav	wav/A0038_S0006_0_G0075_G0076__000389__G0075__001148150_001150360__bc0d1499.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1148.15	1150.36	2.21	G0075	male	阿拉除了摆盐，也要摆眼糖	阿拉除了摆盐也要摆眼糖	train
A0038_S0006_0_G0075_G0076__000390__G0075__001150550_001152190__4c94bff4	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000390__G0075__001150550_001152190__4c94bff4.wav	wav/A0038_S0006_0_G0075_G0076__000390__G0075__001150550_001152190__4c94bff4.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1150.55	1152.19	1.64	G0075	male	伐晓得撒道理，已经习惯了	伐晓得撒道理已经习惯了	train
A0038_S0006_0_G0075_G0076__000391__G0075__001152380_001154320__4a117b66	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000391__G0075__001152380_001154320__4a117b66.wav	wav/A0038_S0006_0_G0075_G0076__000391__G0075__001152380_001154320__4a117b66.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1152.38	1154.32	1.94	G0075	male	但是屋里相呢，有一样物事是伐用了	但是屋里相呢有一样物事是伐用了	train
A0038_S0006_0_G0075_G0076__000392__G0075__001154900_001155850__c1244bb2	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000392__G0075__001154900_001155850__c1244bb2.wav	wav/A0038_S0006_0_G0075_G0076__000392__G0075__001154900_001155850__c1244bb2.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1154.9	1155.85	0.95	G0075	male	啤酒是伐用了	啤酒是伐用了	train
A0038_S0006_0_G0075_G0076__000393__G0075__001156400_001161970__84368433	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000393__G0075__001156400_001161970__84368433.wav	wav/A0038_S0006_0_G0075_G0076__000393__G0075__001156400_001161970__84368433.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1156.4	1161.97	5.57	G0075	male	但是葛末没鲜米道，葛末就是用搿呃糖来摆进去，阿拉总归总归搿摆眼糖	但是葛末没鲜米道葛末就是用搿呃糖来摆进去阿拉总归总归搿摆眼糖	train
A0038_S0006_0_G0075_G0076__000394__G0000__001162959_001163385__35a4ce07	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000394__G0000__001162959_001163385__35a4ce07.wav	wav/A0038_S0006_0_G0075_G0076__000394__G0000__001162959_001163385__35a4ce07.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1162.959	1163.385	0.426	G0000	none	[ENS]	ENS	train
A0038_S0006_0_G0075_G0076__000395__G0076__001163450_001167130__61398ce4	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000395__G0076__001163450_001167130__61398ce4.wav	wav/A0038_S0006_0_G0075_G0076__000395__G0076__001163450_001167130__61398ce4.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1163.45	1167.13	3.68	G0076	female	吾高侬讲啊，吃糖伐是害处呃，少摆一眼	吾高侬讲啊吃糖伐是害处呃少摆一眼	train
A0038_S0006_0_G0075_G0076__000396__G0076__001167470_001170580__d7cb2a3a	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000396__G0076__001167470_001170580__d7cb2a3a.wav	wav/A0038_S0006_0_G0075_G0076__000396__G0076__001167470_001170580__d7cb2a3a.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1167.47	1170.58	3.11	G0076	female	味精呢，像阿拉屋里相吾味精伐吃呃	味精呢像阿拉屋里相吾味精伐吃呃	train
A0038_S0006_0_G0075_G0076__000397__G0076__001170860_001174480__93479d95	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000397__G0076__001170860_001174480__93479d95.wav	wav/A0038_S0006_0_G0075_G0076__000397__G0076__001170860_001174480__93479d95.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1170.86	1174.48	3.62	G0076	female	所以侬讲搿没鲜味道了，就摆一眼搿种噶	所以侬讲搿没鲜味道了就摆一眼搿种噶	train
A0038_S0006_0_G0075_G0076__000398__G0076__001174790_001176730__2ca08781	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000398__G0076__001174790_001176730__2ca08781.wav	wav/A0038_S0006_0_G0075_G0076__000398__G0076__001174790_001176730__2ca08781.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1174.79	1176.73	1.94	G0076	female	老抽，呃，鲜，生抽	老抽呃鲜生抽	train
A0038_S0006_0_G0075_G0076__000399__G0076__001177190_001179310__70597d1f	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000399__G0076__001177190_001179310__70597d1f.wav	wav/A0038_S0006_0_G0075_G0076__000399__G0076__001177190_001179310__70597d1f.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1177.19	1179.31	2.12	G0076	female	生抽呢属于调鲜呃	生抽呢属于调鲜呃	train
A0038_S0006_0_G0075_G0076__000400__G0076__001179710_001185670__fe35d885	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000400__G0076__001179710_001185670__fe35d885.wav	wav/A0038_S0006_0_G0075_G0076__000400__G0076__001179710_001185670__fe35d885.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1179.71	1185.67	5.96	G0076	female	调鲜呃米道呃，吾现在烧菜味精伐伐吃呃，阿拉屋里相味精现在开始重来伐吃味精呃	调鲜呃米道呃吾现在烧菜味精伐伐吃呃阿拉屋里相味精现在开始重来伐吃味精呃	train
A0038_S0006_0_G0075_G0076__000401__G0076__001185890_001187680__38209e26	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000401__G0076__001185890_001187680__38209e26.wav	wav/A0038_S0006_0_G0075_G0076__000401__G0076__001185890_001187680__38209e26.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1185.89	1187.68	1.79	G0076	female	就摆一眼眼生抽	就摆一眼眼生抽	train
A0038_S0006_0_G0075_G0076__000402__G0076__001188020_001191880__d6ec8ef0	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000402__G0076__001188020_001191880__d6ec8ef0.wav	wav/A0038_S0006_0_G0075_G0076__000402__G0076__001188020_001191880__d6ec8ef0.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1188.02	1191.88	3.86	G0076	female	摆眼生抽呢，就调味道，调点鲜点呃，就可以了	摆眼生抽呢就调味道调点鲜点呃就可以了	train
A0038_S0006_0_G0075_G0076__000403__G0075__001192850_001193860__c0f83cc2	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000403__G0075__001192850_001193860__c0f83cc2.wav	wav/A0038_S0006_0_G0075_G0076__000403__G0075__001192850_001193860__c0f83cc2.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1192.85	1193.86	1.01	G0075	male	侬讲对了	侬讲对了	train
A0038_S0006_0_G0075_G0076__000404__G0075__001193960_001195690__c76f5517	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000404__G0075__001193960_001195690__c76f5517.wav	wav/A0038_S0006_0_G0075_G0076__000404__G0075__001193960_001195690__c76f5517.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1193.96	1195.69	1.73	G0075	male	现在呢，阿拉味精侪伐吃了	现在呢阿拉味精侪伐吃了	train
A0038_S0006_0_G0075_G0076__000405__G0075__001195970_001201030__1adf9698	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000405__G0075__001195970_001201030__1adf9698.wav	wav/A0038_S0006_0_G0075_G0076__000405__G0075__001195970_001201030__1adf9698.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1195.97	1201.03	5.06	G0075	male	葛末味精为撒道理伐吃呢，因为受到了现在呃宣传，讲味精吃了伐好	葛末味精为撒道理伐吃呢因为受到了现在呃宣传讲味精吃了伐好	train
A0038_S0006_0_G0075_G0076__000406__G0075__001201070_001207150__acd8a0b2	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000406__G0075__001201070_001207150__acd8a0b2.wav	wav/A0038_S0006_0_G0075_G0076__000406__G0075__001201070_001207150__acd8a0b2.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1201.07	1207.15	6.08	G0075	male	对伐，但是吾也没觉着撒伐好，因为伊搿呃宣传呢侪讲侬好呃，因为伊是粮食做呃，吃了对人体没害	对伐但是吾也没觉着撒伐好因为伊搿呃宣传呢侪讲侬好呃因为伊是粮食做呃吃了对人体没害	train
A0038_S0006_0_G0075_G0076__000407__G0075__001207490_001209280__9924d106	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000407__G0075__001207490_001209280__9924d106.wav	wav/A0038_S0006_0_G0075_G0076__000407__G0075__001207490_001209280__9924d106.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1207.49	1209.28	1.79	G0075	male	葛末谈撒道理，吾也伐吃了呢	葛末谈撒道理吾也伐吃了呢	train
A0038_S0006_0_G0075_G0076__000408__G0075__001209350_001213690__3d6d0e9a	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000408__G0075__001209350_001213690__3d6d0e9a.wav	wav/A0038_S0006_0_G0075_G0076__000408__G0075__001209350_001213690__3d6d0e9a.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1209.35	1213.69	4.34	G0075	male	因为吾吃下来呢，觉着，确实吃了以后呢嘴巴会的干，所以吾呢，也就伐吃了	因为吾吃下来呢觉着确实吃了以后呢嘴巴会的干所以吾呢也就伐吃了	train
A0038_S0006_0_G0075_G0076__000409__G0075__001214120_001217260__c9b27f09	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000409__G0075__001214120_001217260__c9b27f09.wav	wav/A0038_S0006_0_G0075_G0076__000409__G0075__001214120_001217260__c9b27f09.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1214.12	1217.26	3.14	G0075	male	葛末所以侬讲呃一样呃，现在吾所谓撒道理呢	葛末所以侬讲呃一样呃现在吾所谓撒道理呢	train
A0038_S0006_0_G0075_G0076__000410__G0075__001217390_001218370__d8ccf104	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000410__G0075__001217390_001218370__d8ccf104.wav	wav/A0038_S0006_0_G0075_G0076__000410__G0075__001217390_001218370__d8ccf104.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1217.39	1218.37	0.98	G0075	male	用鲜酱油	用鲜酱油	train
A0038_S0006_0_G0075_G0076__000411__G0075__001218650_001219960__71285c77	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000411__G0075__001218650_001219960__71285c77.wav	wav/A0038_S0006_0_G0075_G0076__000411__G0075__001218650_001219960__71285c77.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1218.65	1219.96	1.31	G0075	male	红酱油没少	红酱油没少	train
A0038_S0006_0_G0075_G0076__000412__G0075__001220120_001223440__db3d9c94	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000412__G0075__001220120_001223440__db3d9c94.wav	wav/A0038_S0006_0_G0075_G0076__000412__G0075__001220120_001223440__db3d9c94.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1220.12	1223.44	3.32	G0075	male	因为伊讲红酱油呢，仅仅是，一种酱色	因为伊讲红酱油呢仅仅是一种酱色	train
A0038_S0006_0_G0075_G0076__000413__G0075__001223780_001224880__49dfaec2	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000413__G0075__001223780_001224880__49dfaec2.wav	wav/A0038_S0006_0_G0075_G0076__000413__G0075__001223780_001224880__49dfaec2.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1223.78	1224.88	1.1	G0075	male	起颜料作用	起颜料作用	train
A0038_S0006_0_G0075_G0076__000414__G0075__001225336_001225686__2cfffd15	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000414__G0075__001225336_001225686__2cfffd15.wav	wav/A0038_S0006_0_G0075_G0076__000414__G0075__001225336_001225686__2cfffd15.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1225.336	1225.686	0.35	G0075	male	对伐	对伐	train
A0038_S0006_0_G0075_G0076__000415__G0075__001225850_001229110__fa9995c7	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000415__G0075__001225850_001229110__fa9995c7.wav	wav/A0038_S0006_0_G0075_G0076__000415__G0075__001225850_001229110__fa9995c7.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1225.85	1229.11	3.26	G0075	male	鲜味呢，还是生抽鲜味，味道鲜	鲜味呢还是生抽鲜味味道鲜	train
A0038_S0006_0_G0075_G0076__000416__G0075__001229270_001231420__2b1e5cc9	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000416__G0075__001229270_001231420__2b1e5cc9.wav	wav/A0038_S0006_0_G0075_G0076__000416__G0075__001229270_001231420__2b1e5cc9.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1229.27	1231.42	2.15	G0075	male	撒呃六月王呃，六月鲜啊	撒呃六月王呃六月鲜啊	train
A0038_S0006_0_G0075_G0076__000417__G0075__001231640_001232860__0a37020d	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000417__G0075__001231640_001232860__0a37020d.wav	wav/A0038_S0006_0_G0075_G0076__000417__G0075__001231640_001232860__0a37020d.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1231.64	1232.86	1.22	G0075	male	撒么特鲜啊	撒么特鲜啊	train
A0038_S0006_0_G0075_G0076__000418__G0075__001233050_001234870__93cecbb1	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0038_S0006_0_G0075_G0076__000418__G0075__001233050_001234870__93cecbb1.wav	wav/A0038_S0006_0_G0075_G0076__000418__G0075__001233050_001234870__93cecbb1.wav	A0038_S0006_0_G0075_G0076	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0038_S0006_0_G0075_G0076.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0038_S0006_0_G0075_G0076.txt	1233.05	1234.87	1.82	G0075	male	搿种名字起的唻侪是鲜	搿种名字起的唻侪是鲜	train
